algorithm,bitstring,count,observed_probability,ideal_probability,probability_error,score,qubo_energy,feasible,optimal
standard_qaoa,00010110,2,0.001953125,0.00036353347909560426,0.0015895915209043958,1.4000000000000001,13.0,False,False
standard_qaoa,00010111,7,0.0068359375,0.00280493014723605,0.00403100735276395,2.25,26.55,False,False
standard_qaoa,00011000,1,0.0009765625,0.00010084270851709507,0.0008757197914829049,1.6,27.200000000000003,False,False
standard_qaoa,00011001,2,0.001953125,0.00012718495768682334,0.0018259400423131767,2.4499999999999997,11.95,False,False
standard_qaoa,00011010,0,0.0,1.2348077007439141e-05,-1.2348077007439141e-05,1.9,12.5,False,False
standard_qaoa,00011011,7,0.0068359375,0.005296022242298141,0.0015399152577018592,2.75,11.65,False,False
standard_qaoa,00011100,2,0.001953125,0.0007819312132277251,0.001171193786772275,2.0,26.8,False,False
standard_qaoa,00011101,2,0.001953125,0.0016568982391967162,0.0002962267608032838,2.85,25.950000000000003,False,False
standard_qaoa,00011110,7,0.0068359375,0.004350899558822074,0.0024850379411779262,2.3,12.100000000000001,False,False
standard_qaoa,00011111,10,0.009765625,0.007281290162477661,0.002484334837522339,3.1500000000000004,25.650000000000002,False,False
standard_qaoa,00100000,1,0.0009765625,0.0011437282780317282,-0.00016716577803172817,0.55,57.05,False,False
standard_qaoa,00100001,0,0.0,9.462378684394779e-05,-9.462378684394779e-05,1.4,27.4,False,False
standard_qaoa,00100010,2,0.001953125,0.0011559831749252437,0.0007971418250747563,0.8500000000000001,42.35,False,False
standard_qaoa,00100011,0,0.0,0.0006521163638968944,-0.0006521163638968944,1.7000000000000002,27.1,False,False
standard_qaoa,00100100,1,0.0009765625,0.0002597388590109192,0.0007168236409890807,0.9500000000000001,27.85,False,False
standard_qaoa,00100101,1,0.0009765625,0.00023208344060139208,0.0007444790593986079,1.8,12.600000000000001,False,False
standard_qaoa,00100110,1,0.0009765625,0.00012716826020433135,0.0008493942397956686,1.25,13.15,False,False
standard_qaoa,00100111,7,0.0068359375,0.0037696235826186536,0.0030663139173813464,2.1,12.3,False,False
standard_qaoa,00101000,3,0.0029296875,0.001002546775231646,0.001927140724768354,1.4500000000000002,41.75,False,False
standard_qaoa,00101001,0,0.0,1.966430150953293e-05,-1.966430150953293e-05,2.3000000000000003,12.100000000000001,False,False
standard_qaoa,00101010,7,0.0068359375,0.004089784082764925,0.002746153417235075,1.7500000000000002,41.45,False,False
standard_qaoa,00101011,0,0.0,0.0004593539592306534,-0.0004593539592306534,2.6,26.200000000000003,False,False
standard_qaoa,00101100,3,0.0029296875,0.000978980114192066,0.001950707385807934,1.85,26.95,False,False
standard_qaoa,00101101,2,0.001953125,0.005365308097383375,-0.003412183097383375,2.7,11.7,False,False
standard_qaoa,00101110,3,0.0029296875,0.0010405881818417895,0.0018890993181582105,2.1500000000000004,26.65,False,False
standard_qaoa,00101111,8,0.0078125,0.007387029829156314,0.00042547017084368626,3.0,25.8,False,False
standard_qaoa,00110000,3,0.0029296875,0.0011622654785713143,0.0017674220214286857,1.25,41.95,False,False
standard_qaoa,00110001,1,0.0009765625,0.0014674242828657887,-0.0004908617828657887,2.0999999999999996,26.7,False,False
standard_qaoa,00110010,1,0.0009765625,0.0008750417734901935,0.00010152072650980654,1.55,27.25,False,False
standard_qaoa,00110011,1,0.0009765625,0.001998050746805818,-0.001021488246805818,2.4,26.400000000000002,False,False
standard_qaoa,00110100,1,0.0009765625,0.0012872425364548797,-0.0003106800364548797,1.6500000000000001,27.150000000000002,False,False
standard_qaoa,00110101,6,0.005859375,0.0024095889314602,0.0034497860685398,2.5,26.3,False,False
standard_qaoa,00110110,1,0.0009765625,0.003611352567185422,-0.002634790067185422,1.9500000000000002,12.45,False,False
standard_qaoa,00110111,4,0.00390625,0.007206589432517246,-0.003300339432517246,2.8000000000000003,26.0,False,False
standard_qaoa,00111000,4,0.00390625,0.00062060133708592,0.00328564866291408,2.1500000000000004,26.650000000000002,False,False
standard_qaoa,00111001,7,0.0068359375,0.006154802839480478,0.0006811346605195218,3.0,11.4,False,False
standard_qaoa,00111010,3,0.0029296875,0.0006316098903944173,0.002298077609605583,2.45,26.35,False,False
standard_qaoa,00111011,6,0.005859375,0.007430122994805283,-0.0015707479948052832,3.3,25.5,False,False
standard_qaoa,00111100,1,0.0009765625,0.0019945072352946045,-0.0010179447352946045,2.5500000000000003,26.25,False,False
standard_qaoa,00111101,10,0.009765625,0.007748137529696385,0.0020174874703036147,3.4000000000000004,25.400000000000002,False,False
standard_qaoa,00111110,4,0.00390625,0.00757607396187527,-0.0036698239618752704,2.8500000000000005,25.95,False,False
standard_qaoa,00111111,8,0.0078125,0.00402912530959956,0.00378337469040044,3.7,39.5,False,False
standard_qaoa,01000000,1,0.0009765625,0.0015619727136394897,-0.0005854102136394897,0.25,57.35,False,False
standard_qaoa,01000001,1,0.0009765625,0.0012487608023779068,-0.00027219830237790676,1.1,42.1,False,False
standard_qaoa,01000010,0,0.0,0.0004542325537385798,-0.0004542325537385798,0.55,28.25,False,False
standard_qaoa,01000011,1,0.0009765625,0.0016375537981457577,-0.0006609912981457577,1.4000000000000001,27.400000000000002,False,False
standard_qaoa,01000100,0,0.0,0.0013822778576997735,-0.0013822778576997735,0.65,42.55,False,False
standard_qaoa,01000101,1,0.0009765625,0.0043819505403819275,-0.0034053880403819275,1.5,41.7,False,False
standard_qaoa,01000110,0,0.0,0.00043519437647095903,-0.00043519437647095903,0.95,13.45,False,False
standard_qaoa,01000111,8,0.0078125,0.0018691637707315798,0.005943336229268421,1.8,27.0,False,False
standard_qaoa,01001000,0,0.0,0.00015340268514772563,-0.00015340268514772563,1.15,27.65,False,False
standard_qaoa,01001001,0,0.0,4.0622160024924184e-05,-4.0622160024924184e-05,2.0,12.4,False,False
standard_qaoa,01001010,1,0.0009765625,0.00020731538440522753,0.0007692471155947725,1.45,12.95,False,False
standard_qaoa,01001011,2,0.001953125,0.003964253027653595,-0.0020111280276535947,2.3,12.100000000000001,False,False
standard_qaoa,01001100,3,0.0029296875,0.0009336015860578249,0.0019960859139421753,1.55,27.25,False,False
standard_qaoa,01001101,2,0.001953125,0.0008798227293727008,0.0010733022706272992,2.4,26.4,False,False
standard_qaoa,01001110,2,0.001953125,0.003274574046623055,-0.001321449046623055,1.85,12.55,False,False
standard_qaoa,01001111,5,0.0048828125,0.0060960518830879065,-0.0012132393830879065,2.7,26.1,False,False
standard_qaoa,01010000,3,0.0029296875,0.0012460525232846353,0.0016836349767153647,0.95,42.25,False,False
standard_qaoa,01010001,1,0.0009765625,0.004635002611185211,-0.003658440111185211,1.7999999999999998,41.4,False,False
standard_qaoa,01010010,1,0.0009765625,0.0004561471172594211,0.0005204153827405789,1.25,13.15,False,False
standard_qaoa,01010011,7,0.0068359375,0.0028700593116822186,0.0039658781883177814,2.0999999999999996,26.700000000000003,False,False
standard_qaoa,01010100,3,0.0029296875,0.004225494024490257,-0.0012958065244902568,1.35,41.85,False,False
standard_qaoa,01010101,1,0.0009765625,0.0008301186841063298,0.00014644381589367023,2.2,55.4,False,False
standard_qaoa,01010110,0,0.0,0.0009877659696915168,-0.0009877659696915168,1.6500000000000001,12.75,False,False
standard_qaoa,01010111,2,0.001953125,0.0010557754792756427,0.0008973495207243573,2.5,40.7,False,False
standard_qaoa,01011000,2,0.001953125,2.872035624015875e-05,0.0019244046437598412,1.85,12.55,False,False
standard_qaoa,01011001,3,0.0029296875,0.0016432954526851714,0.0012863920473148286,2.6999999999999997,11.700000000000001,False,False
standard_qaoa,01011010,12,0.01171875,0.013111888173164138,-0.001393138173164138,2.15,-2.15,True,False
standard_qaoa,01011011,7,0.0068359375,0.013415819292653418,-0.006579881792653418,3.0,11.4,False,False
standard_qaoa,01011100,0,0.0,0.0005449996002530917,-0.0005449996002530917,2.25,26.55,False,False
standard_qaoa,01011101,1,0.0009765625,0.0009016161805848752,7.494631941512477e-05,3.1,40.1,False,False
standard_qaoa,01011110,7,0.0068359375,0.01199271855537243,-0.00515678105537243,2.55,11.850000000000001,False,False
standard_qaoa,01011111,3,0.0029296875,0.000158789917526878,0.002770897582473122,3.4000000000000004,39.8,False,False
standard_qaoa,01100000,0,0.0,0.00031395159250748435,-0.00031395159250748435,0.8,28.0,False,False
standard_qaoa,01100001,0,0.0,0.0003337608844041947,-0.0003337608844041947,1.6500000000000001,12.75,False,False
standard_qaoa,01100010,0,0.0,0.000268168908393155,-0.000268168908393155,1.1,13.3,False,False
standard_qaoa,01100011,6,0.005859375,0.0034326301172308642,0.0024267448827691358,1.9500000000000002,12.45,False,False
standard_qaoa,01100100,1,0.0009765625,0.0002204510966145806,0.0007561114033854194,1.2000000000000002,13.2,False,False
standard_qaoa,01100101,3,0.0029296875,0.0011175667261871824,0.0018121207738128176,2.05,12.350000000000001,False,False
standard_qaoa,01100110,10,0.009765625,0.009046118732008881,0.0007195062679911188,1.5,-1.5,True,False
standard_qaoa,01100111,12,0.01171875,0.011477711403764681,0.00024103859623531877,2.35,12.05,False,False
standard_qaoa,01101000,0,0.0,0.0002475162575022712,-0.0002475162575022712,1.7000000000000002,12.7,False,False
standard_qaoa,01101001,15,0.0146484375,0.01624043650243757,-0.0015919990024375712,2.5500000000000003,-2.5500000000000003,True,False
standard_qaoa,01101010,3,0.0029296875,0.0013179387087770057,0.0016117487912229943,2.0,12.4,False,False
standard_qaoa,01101011,13,0.0126953125,0.014345597588183889,-0.0016502850881838886,2.8500000000000005,11.55,False,False
standard_qaoa,01101100,5,0.0048828125,0.003960311890441841,0.0009225006095581589,2.1,12.3,False,False
standard_qaoa,01101101,12,0.01171875,0.013537396781485482,-0.0018186467814854824,2.95,11.45,False,False
standard_qaoa,01101110,13,0.0126953125,0.013896769436281282,-0.0012014569362812817,2.4000000000000004,12.0,False,False
standard_qaoa,01101111,11,0.0107421875,0.006798333630607636,0.003943853869392364,3.25,25.55,False,False
standard_qaoa,01110000,1,0.0009765625,0.001365339327269222,-0.00038877682726922206,1.5,27.3,False,False
standard_qaoa,01110001,3,0.0029296875,0.0024956129020084583,0.0004340745979915417,2.3499999999999996,26.450000000000003,False,False
standard_qaoa,01110010,3,0.0029296875,0.0033579443005665,-0.00042825680056649993,1.8,12.6,False,False
standard_qaoa,01110011,1,0.0009765625,0.00698271491955933,-0.00600615241955933,2.65,26.150000000000002,False,False
standard_qaoa,01110100,1,0.0009765625,0.0010960024389167894,-0.00011943993891678942,1.9000000000000001,26.9,False,False
standard_qaoa,01110101,3,0.0029296875,0.0009245359627591804,0.0020051515372408197,2.75,40.45,False,False
standard_qaoa,01110110,10,0.009765625,0.011251704768511703,-0.0014860797685117035,2.2,12.2,False,False
standard_qaoa,01110111,1,0.0009765625,0.0002386872472894223,0.0007378752527105778,3.0500000000000003,40.15,False,False
standard_qaoa,01111000,4,0.00390625,0.004601026676313062,-0.0006947766763130622,2.4000000000000004,12.0,False,False
standard_qaoa,01111001,10,0.009765625,0.014760357147569219,-0.004994732147569219,3.25,11.15,False,False
standard_qaoa,01111010,6,0.005859375,0.01429347587066541,-0.00843410087066541,2.7,11.7,False,False
standard_qaoa,01111011,5,0.0048828125,0.007222594576175937,-0.0023397820761759374,3.55,25.25,False,False
standard_qaoa,01111100,2,0.001953125,0.006149555774699867,-0.004196430774699867,2.8000000000000003,26.0,False,False
standard_qaoa,01111101,3,0.0029296875,0.00015638802947578936,0.0027732994705242106,3.6500000000000004,39.55,False,False
standard_qaoa,01111110,13,0.0126953125,0.00682737625269409,0.00586793624730591,3.1000000000000005,25.700000000000003,False,False
standard_qaoa,01111111,3,0.0029296875,0.000664329686618529,0.002265357813381471,3.95,53.650000000000006,False,False
standard_qaoa,10000000,0,0.0,0.0007025167585891884,-0.0007025167585891884,0.8,56.8,False,False
standard_qaoa,10000001,0,0.0,0.0001289680739143981,-0.0001289680739143981,1.65,27.15,False,False
standard_qaoa,10000010,1,0.0009765625,0.0010598549253060501,-8.329242530605015e-05,1.1,42.1,False,False
standard_qaoa,10000011,0,0.0,0.0006333365574727821,-0.0006333365574727821,1.9500000000000002,26.85,False,False
standard_qaoa,10000100,1,0.0009765625,0.00018733517397379369,0.0007892273260262063,1.2000000000000002,27.6,False,False
standard_qaoa,10000101,1,0.0009765625,0.00011542462151652418,0.0008611378784834758,2.05,12.350000000000001,False,False
standard_qaoa,10000110,1,0.0009765625,0.000133677834506654,0.000842884665493346,1.5,12.9,False,False
standard_qaoa,10000111,4,0.00390625,0.004043895899994992,-0.0001376458999949922,2.35,12.05,False,False
standard_qaoa,10001000,0,0.0,0.001174315134593208,-0.001174315134593208,1.7000000000000002,41.5,False,False
standard_qaoa,10001001,4,0.00390625,9.212831703958868e-05,0.0038141216829604115,2.5500000000000003,11.850000000000001,False,False
standard_qaoa,10001010,0,0.0,0.004381031258757606,-0.004381031258757606,2.0,41.2,False,False
standard_qaoa,10001011,4,0.00390625,0.0012567457058552934,0.0026495042941447064,2.85,25.950000000000003,False,False
standard_qaoa,10001100,1,0.0009765625,0.0011577109440444962,-0.00018114844404449617,2.1,26.7,False,False
standard_qaoa,10001101,10,0.009765625,0.005637059678826857,0.004128565321173143,2.95,11.45,False,False
standard_qaoa,10001110,3,0.0029296875,0.002053051786289431,0.0008766357137105691,2.4,26.4,False,False
standard_qaoa,10001111,6,0.005859375,0.008134286173228858,-0.0022749111732288576,3.25,25.55,False,False
standard_qaoa,10010000,0,0.0,0.00013932865984518994,-0.00013932865984518994,1.5,27.3,False,False
standard_qaoa,10010001,0,0.0,0.00034734249614188994,-0.00034734249614188994,2.3499999999999996,12.05,False,False
standard_qaoa,10010010,1,0.0009765625,2.6031949539354024e-05,0.000950530550460646,1.8,12.600000000000001,False,False
standard_qaoa,10010011,5,0.0048828125,0.0049109355406328,-2.8123040632799766e-05,2.65,11.75,False,False
standard_qaoa,10010100,1,0.0009765625,7.813502733877694e-05,0.000898427472661223,1.9000000000000001,12.5,False,False
standard_qaoa,10010101,2,0.001953125,0.001445375253916779,0.0005077497460832211,2.75,11.65,False,False
standard_qaoa,10010110,11,0.0107421875,0.013310829646748627,-0.0025686421467486266,2.2,-2.2,True,False
standard_qaoa,10010111,13,0.0126953125,0.013936902912566926,-0.0012415904125669258,3.0500000000000003,11.350000000000001,False,False
standard_qaoa,10011000,1,0.0009765625,0.00020017162287155684,0.0007763908771284432,2.4000000000000004,12.0,False,False
standard_qaoa,10011001,16,0.015625,0.023379697511692804,-0.007754697511692804,3.25,-3.25,True,True
standard_qaoa,10011010,4,0.00390625,0.0021460422087530313,0.0017602077912469687,2.7,11.7,False,False
standard_qaoa,10011011,13,0.0126953125,0.017883098712627908,-0.005187786212627908,3.55,10.850000000000001,False,False
standard_qaoa,10011100,6,0.005859375,0.005554749678348879,0.0003046253216511209,2.8000000000000003,11.6,False,False
standard_qaoa,10011101,14,0.013671875,0.01671928721958693,-0.0030474122195869313,3.6500000000000004,10.75,False,False
standard_qaoa,10011110,15,0.0146484375,0.016861470465160587,-0.002213032965160587,3.1,11.3,False,False
standard_qaoa,10011111,13,0.0126953125,0.008568652723185617,0.004126659776814383,3.95,24.85,False,False
standard_qaoa,10100000,1,0.0009765625,0.0011055758674663398,-0.00012901336746633978,1.35,41.85,False,False
standard_qaoa,10100001,1,0.0009765625,4.329597587415688e-06,0.0009722329024125843,2.2,12.2,False,False
standard_qaoa,10100010,3,0.0029296875,0.004085662157557678,-0.0011559746575576782,1.6500000000000001,41.55,False,False
standard_qaoa,10100011,2,0.001953125,0.0006267686820889674,0.0013263563179110325,2.5,26.3,False,False
standard_qaoa,10100100,4,0.00390625,0.00016594664134231494,0.003740303358657685,1.75,12.65,False,False
standard_qaoa,10100101,15,0.0146484375,0.016493113705906604,-0.0018446762059066042,2.6,-2.6,True,False
standard_qaoa,10100110,2,0.001953125,0.0014453818384020287,0.0005077431615979713,2.0500000000000003,12.35,False,False
standard_qaoa,10100111,18,0.017578125,0.014730716062030068,0.002847408937969932,2.9000000000000004,11.5,False,False
standard_qaoa,10101000,6,0.005859375,0.00479002776558766,0.0010693472344123402,2.25,40.95,False,False
standard_qaoa,10101001,2,0.001953125,0.002632448711350175,-0.0006793237113501749,3.1,11.3,False,False
standard_qaoa,10101010,1,0.0009765625,0.0010008980341728463,-2.433553417284626e-05,2.55,55.050000000000004,False,False
standard_qaoa,10101011,2,0.001953125,0.001298937324364436,0.0006541876756355641,3.4,39.8,False,False
standard_qaoa,10101100,2,0.001953125,0.002785105655776051,-0.000831980655776051,2.65,26.15,False,False
standard_qaoa,10101101,23,0.0224609375,0.0190282028349944,0.003432734665005599,3.5,10.9,False,False
standard_qaoa,10101110,3,0.0029296875,0.001269937412855372,0.001659750087144628,2.9499999999999997,40.25,False,False
standard_qaoa,10101111,0,0.0,0.0004582836086835557,-0.0004582836086835557,3.8,39.400000000000006,False,False
standard_qaoa,10110000,0,0.0,0.0008246496883891479,-0.0008246496883891479,2.05,26.75,False,False
standard_qaoa,10110001,5,0.0048828125,0.005718077450647816,-0.0008352649506478162,2.9,11.5,False,False
standard_qaoa,10110010,0,0.0,0.0008459469388674971,-0.0008459469388674971,2.35,26.450000000000003,False,False
standard_qaoa,10110011,7,0.0068359375,0.0072418019057343035,-0.0004058644057343035,3.2,25.6,False,False
standard_qaoa,10110100,8,0.0078125,0.004616353857071133,0.003196146142928867,2.45,11.95,False,False
standard_qaoa,10110101,17,0.0166015625,0.015252273639931873,0.0013492888600681267,3.3000000000000003,11.1,False,False
standard_qaoa,10110110,13,0.0126953125,0.014654356104320882,-0.001959043604320882,2.75,11.65,False,False
standard_qaoa,10110111,8,0.0078125,0.0076661604303668906,0.00014633956963310945,3.6000000000000005,25.200000000000003,False,False
standard_qaoa,10111000,1,0.0009765625,0.002184604826889722,-0.0012080423268897222,2.95,25.85,False,False
standard_qaoa,10111001,16,0.015625,0.019959426667923826,-0.004334426667923826,3.8,10.600000000000001,False,False
standard_qaoa,10111010,1,0.0009765625,0.0011302851971979986,-0.00015372269719799857,3.25,39.95,False,False
standard_qaoa,10111011,0,0.0,0.0005276402793089359,-0.0005276402793089359,4.1,39.1,False,False
standard_qaoa,10111100,7,0.0068359375,0.009278919513595923,-0.002442982013595923,3.35,25.45,False,False
standard_qaoa,10111101,10,0.009765625,0.009733469497941872,3.2155502058128435e-05,4.2,24.6,False,False
standard_qaoa,10111110,0,0.0,0.0004631798163621798,-0.0004631798163621798,3.65,39.55,False,False
standard_qaoa,10111111,0,0.0,0.0004061682226947519,-0.0004061682226947519,4.5,53.1,False,False
standard_qaoa,11000000,2,0.001953125,0.0012719297713649816,0.0006811952286350184,1.05,42.15,False,False
standard_qaoa,11000001,3,0.0029296875,0.0009242035007080075,0.0020054839992919926,1.9000000000000001,26.900000000000002,False,False
standard_qaoa,11000010,3,0.0029296875,0.0013002113818499465,0.0016294761181500535,1.35,27.45,False,False
standard_qaoa,11000011,2,0.001953125,0.0016649901394389566,0.00028813486056104344,2.2,26.6,False,False
standard_qaoa,11000100,1,0.0009765625,0.0009845508053904063,-7.988305390406328e-06,1.4500000000000002,27.35,False,False
standard_qaoa,11000101,2,0.001953125,0.0010411620596221538,0.0009119629403778462,2.3,26.5,False,False
standard_qaoa,11000110,3,0.0029296875,0.0029167233378170963,1.2964162182903683e-05,1.75,12.65,False,False
standard_qaoa,11000111,5,0.0048828125,0.005769848350783713,-0.000887035850783713,2.6,26.2,False,False
standard_qaoa,11001000,0,0.0,0.0011271003258164058,-0.0011271003258164058,1.9500000000000002,26.85,False,False
standard_qaoa,11001001,4,0.00390625,0.005047271985703947,-0.0011410219857039472,2.8000000000000003,11.6,False,False
standard_qaoa,11001010,2,0.001953125,0.0020647733469716318,-0.00011164834697163176,2.25,26.55,False,False
standard_qaoa,11001011,6,0.005859375,0.0073044520681948485,-0.0014450770681948485,3.1,25.7,False,False
standard_qaoa,11001100,1,0.0009765625,0.001759765376033697,-0.000783202876033697,2.35,26.45,False,False
standard_qaoa,11001101,5,0.0048828125,0.006205128851659217,-0.001322316351659217,3.2,25.6,False,False
standard_qaoa,11001110,9,0.0087890625,0.007499334999329239,0.001289727500670761,2.65,26.150000000000002,False,False
standard_qaoa,11001111,2,0.001953125,0.0033836546119716455,-0.0014305296119716455,3.5,39.7,False,False
standard_qaoa,11010000,0,0.0,0.0008714578597540647,-0.0008714578597540647,1.75,27.05,False,False
standard_qaoa,11010001,0,0.0,0.001951512369527356,-0.001951512369527356,2.5999999999999996,26.200000000000003,False,False
standard_qaoa,11010010,4,0.00390625,0.0036338217491793602,0.00027242825082063977,2.05,12.350000000000001,False,False
standard_qaoa,11010011,4,0.00390625,0.006694991784951417,-0.002788741784951417,2.9,25.900000000000002,False,False
standard_qaoa,11010100,0,0.0,0.0006839097621629143,-0.0006839097621629143,2.1500000000000004,26.65,False,False
standard_qaoa,11010101,3,0.0029296875,0.0010241957270174077,0.0019054917729825923,3.0,40.2,False,False
standard_qaoa,11010110,7,0.0068359375,0.011052352259031083,-0.004216414759031083,2.45,11.95,False,False
standard_qaoa,11010111,5,0.0048828125,0.00021063541984502743,0.0046721770801549725,3.3000000000000003,39.9,False,False
standard_qaoa,11011000,8,0.0078125,0.004976722994425432,0.002835777005574568,2.6500000000000004,11.75,False,False
standard_qaoa,11011001,8,0.0078125,0.014768331841170278,-0.006955831841170278,3.5,10.9,False,False
standard_qaoa,11011010,13,0.0126953125,0.01474254548727812,-0.00204723298727812,2.95,11.45,False,False
standard_qaoa,11011011,2,0.001953125,0.00696748303463998,-0.00501435803463998,3.8,25.0,False,False
standard_qaoa,11011100,5,0.0048828125,0.005866406150600093,-0.0009835936506000934,3.0500000000000003,25.75,False,False
standard_qaoa,11011101,1,0.0009765625,0.0005182316630052702,0.0004583308369947298,3.9000000000000004,39.3,False,False
standard_qaoa,11011110,5,0.0048828125,0.00659281614721167,-0.0017100036472116704,3.35,25.450000000000003,False,False
standard_qaoa,11011111,1,0.0009765625,0.00039133593938213423,0.0005852265606178658,4.2,53.400000000000006,False,False
standard_qaoa,11100000,0,0.0,0.0012191200468318869,-0.0012191200468318869,1.6,27.2,False,False
standard_qaoa,11100001,7,0.0068359375,0.004444777818179045,0.002391159681820955,2.45,11.95,False,False
standard_qaoa,11100010,3,0.0029296875,0.0013807537238710497,0.0015489337761289503,1.9000000000000001,26.9,False,False
standard_qaoa,11100011,9,0.0087890625,0.006503277648780652,0.0022857848512193484,2.75,26.05,False,False
standard_qaoa,11100100,7,0.0068359375,0.0035001347581239063,0.0033358027418760937,2.0,12.4,False,False
standard_qaoa,11100101,9,0.0087890625,0.012382298781021265,-0.003593236281021265,2.85,11.55,False,False
standard_qaoa,11100110,10,0.009765625,0.012469451604327438,-0.0027038266043274382,2.3000000000000003,12.100000000000001,False,False
standard_qaoa,11100111,8,0.0078125,0.00586525656228245,0.0019472434377175501,3.1500000000000004,25.65,False,False
standard_qaoa,11101000,6,0.005859375,0.0027670250605618778,0.0030923499394381222,2.5,26.3,False,False
standard_qaoa,11101001,9,0.0087890625,0.016577711682345272,-0.0077886491823452725,3.35,11.05,False,False
standard_qaoa,11101010,0,0.0,0.0012762921225439457,-0.0012762921225439457,2.8,40.4,False,False
standard_qaoa,11101011,2,0.001953125,0.00040657404888413794,0.0015465509511158621,3.65,39.55,False,False
standard_qaoa,11101100,8,0.0078125,0.008336845590351364,-0.000524345590351364,2.9,25.900000000000002,False,False
standard_qaoa,11101101,6,0.005859375,0.007534909622930457,-0.0016755346229304566,3.75,25.05,False,False
standard_qaoa,11101110,2,0.001953125,0.0005797834201243207,0.0013733415798756793,3.1999999999999997,40.0,False,False
standard_qaoa,11101111,1,0.0009765625,0.0005852445897750319,0.00039131791022496806,4.05,53.55,False,False
standard_qaoa,11110000,4,0.00390625,0.0018391498357545188,0.0020671001642454815,2.3,26.5,False,False
standard_qaoa,11110001,8,0.0078125,0.007103497280131252,0.0007090027198687482,3.15,25.650000000000002,False,False
standard_qaoa,11110010,10,0.009765625,0.0067233172192004646,0.0030423077807995354,2.6,26.2,False,False
standard_qaoa,11110011,2,0.001953125,0.0034009106023850017,-0.0014477856023850017,3.45,39.75,False,False
standard_qaoa,11110100,5,0.0048828125,0.005763734121153135,-0.0008809216211531348,2.7,26.1,False,False
standard_qaoa,11110101,2,0.001953125,0.0002368668252253614,0.0017162581747746386,3.5500000000000003,39.65,False,False
standard_qaoa,11110110,4,0.00390625,0.00590481580505718,-0.0019985658050571797,3.0,25.8,False,False
standard_qaoa,11110111,2,0.001953125,0.0005553966078214325,0.0013977283921785674,3.8500000000000005,53.75,False,False
standard_qaoa,11111000,6,0.005859375,0.008326031299473739,-0.0024666562994737386,3.2,25.6,False,False
standard_qaoa,11111001,8,0.0078125,0.00794712774907944,-0.00013462774907944085,4.05,24.75,False,False
standard_qaoa,11111010,3,0.0029296875,0.00037619015883189316,0.002553497341168107,3.5,39.7,False,False
standard_qaoa,11111011,0,0.0,0.0003827157895449724,-0.0003827157895449724,4.35,53.25,False,False
standard_qaoa,11111100,2,0.001953125,0.0036943693085513024,-0.0017412443085513024,3.6,39.6,False,False
standard_qaoa,11111101,0,0.0,0.00030969655912154955,-0.00030969655912154955,4.45,53.150000000000006,False,False
standard_qaoa,11111110,3,0.0029296875,0.0007610034001040338,0.002168684099895966,3.9,53.7,False,False
standard_qaoa,11111111,0,0.0,0.00014132939798172834,-0.00014132939798172834,4.75,81.65,False,False
